Id,Date,Topic,Text,Rank
620877,1999-12-01,הצעות לסדר-היום: חוק השבות,"אנחנו, כיהודים דתיים, מעולם לא נכיר ולא יכולים להכיר במי שאמו לא יהודייה כיהודי אלא אך ורק באמצעות גיור כהלכה, אורתודוקסי. לנו, כאנשים דתיים, יש אפשרות להנהיג ספרי יוחסין וקהילות נפרדות ולשמור באמצעות רישומים אלו מהתבוללות. אין לנו בעיה עם זה. אבל מה שיקרה כאן תיאורטית הוא, שיכול להיות שאדם יתחתן בחוץ-לארץ והחופה תיערך על-ידי כומר ורביי, כביכול, האשה לא יהודייה, והוא יבוא לארץ והוא יגיד שהוא יהודי, ובאמצעות חוק השבות אנחנו מכירים בו כיהודי.",1
703243,2000-08-28,הרפורמה האזרחית-החברתית,"אם ילמדו יהדות, לא יעשו נישואים אזרחיים.",2
851008,2003-02-27,כינון הממשלה והרכבה,"אין לנו גם טענות על איבוד תפקידים – פעם יושב-ראש ועדת כספים, פעם סגן שר, פעם לא. לא קרה אסון. אנחנו בכלל לא יושבים הרבה בקואליציה – אני בכלל חדש בכנסת – אז סך הכול הייתי שנה וחצי יושב-ראש ועדת הכספים. לא קרה אסון, המכנסיים שלי עדיין לא נדבקו לכיסא.  לא התקלקלתי עדיין, אני חייב להגיד את זה. גם חברי, אגב. מה שהפריע לי, ומפריע לי מאוד, זה כאשר יש משא-ומתן בחוסר תום-לב. כאשר יושבים – ולא התביישנו לשאול על כך ביום חמישי האחרון, בצוות המשא-ומתן - רבותי, מבקשים תשובות, אנחנו רוצים לדעת, האם אנחנו בקואליציה או לא בקואליציה, לפני שנותנים תשובות. לא קיבלנו תשובה. ביקשנו תפקידים פה ושם אחרי שנראה בדיוק אם נסתדר. אגב, התנגדנו לנישואים אזרחיים. עוד מעט אגיד את זה. שאלנו, אמרו שאי-אפשר לתת סגן שר במשרד ראש הממשלה, כי משרד הדתות עומד לחיסול. יפה. שאלנו: כמה זמן? אמר אחד מהצוות: אנחנו רוצים סגן שר במשרד ראש הממשלה לענייני דתות עד החיסול. אמרו: החיסול יהיה בתוך ארבעה חודשים. אמרנו: יפה. עד ארבעה חודשים אנחנו רוצים, לא יותר.",2
981780,2005-02-14,"הצעות סיעות שינוי, האיחוד הלאומי – ישראל ביתנו – מפד""ל וש""ס להביע אי-אמון בממשלה בשל:: א. התנהלות המדינה ללא תקציב מאושר;: ב. הפרסומים בדבר הסתרת מידע על המשך ההסתה האנטי-ישראלית ברשות הפלסטינית;: ג. מדיניותה החברתית הגורמת להעמקת הפער בשכר בין עשירים לעניים ובין גברים לנשים","אני מוכן להתייחס לזה. יש מקומות שעדיין לא גמרו את הבעיות שלהם, זה נכון, אבל בעיקרון - ממה שידוע לי, שהממשלה השקיעה 140 מיליון שקל עד לאחרונה, רק לגמור את החובות לפנסיות ודברים, ואני מברך על כך. אני אומר - זה לא מספיק. בהחלט, צריך לסיים את הכול. לא יכול להיות שבלניות ורבנים לא יקבלו משכורת במועצות הדתיות. בהחלט, צריך סדר בדברים האלו. אבל זה לא מה שהיה אצלם במשך שנתיים. זה מה שאני אמרתי. עכשיו אני רוצה לדבר על משאל העם. העמדה המסורתית של אגודת ישראל כל השנים היתה, שאנחנו מתנגדים בתוקף למשאל עם. אנחנו מפחדים שינצלו את משאל העם למה שכל אחד רוצה לסחוב. זה ייקח את זה לנישואין אזרחיים, זה יבקש משאל עם על כשרות, זה יבקש על גיוס בני ישיבות, וקל מאוד עם קצת הסתה לגרום שיהיה רוב למשאל עם. לא צריך לעמול קשה מאוד. ולכן, העמדה המסורתית היתה, וגם היום, שאנחנו מתנגדים בתוקף למשאל עם. הנושא האחרון שעל סדר-היום, לגבי הפער בין עניים לעשירים - אני חושב שזה רציני, אני חושב בכלל שצריך לעשות כאן דיון יותר מעמיק בכל הדברים האלה. היום מתברר בוועדת הכספים שבמחירי המים - תושבי סביון ישלמו פחות מאשר תושבים במקומות אחרים, בגלל טייס אוטומטי וכל מיני דברים. אני חושב שזה צריך תיקון, אבל זה דורש דיון יותר מעמיק ויותר רחב. תודה רבה.",2
1042717,2006-10-16,"הצעות סיעות מרצ וחד""ש להביע אי-אמון בממשלה בשל: התנהלותה בתחום המדיני, החברתי והכלכלי","קראתי באחד העיתונים שהזמינו גם להרחיב את השולחן הזה. עכשיו יעשו לנו עוד באמצע. אתם זוכרים איך זה היה נראה? אתה זוכר מה שהיה כאן? אחר כך יעשו עוד שורה באמצע או שתי שורות באמצע. זה לא עולה כסף. קצבאות ילדים עולות כסף. מתווכחים אתנו על מיליארד שקל או פחות מיליארד שקל. 750,000 ילדים נמצאים מתחת לקו העוני, ושום דבר, וזה לא מפריע לאף אחד. מפריעות להם רק כל מיני שטויות שקורות כאן, בבניין הזה. הדבר הראשון - אני מבקש שיתנהגו בשוויון בכל הדברים. חינוך זה דבר יסודי. ברית זוגיות - אני לא רואה אפשרות שש""ס תתמוך בברית זוגיות, ואני לא מדבר על יהדות התורה. אז מישהו יגיד לי כאן שש""ס יכולה לשבת עם איווט כשאיווט דורש ברית זוגיות, נישואים אזרחיים?  מה זה כאן אם לא ספינים עם כל הדברים האלו? אני פונה לממשלה, לראש הממשלה, לשר האוצר, ואני רוצה שיחזירו את החמלה שהבטיחו. החמלה זה באבטלה, בקצבאות, בחינוך ובבריאות.",3
1159568,2009-11-24,שעת שאלות,"– – זה ש-15 שנה חיכו לזה, ובא ליצמן המסכן והוא הולך להכניס את זה. זו כל הבעיה שלי. כי לפני 15 שנה, כשחיים רמון רצה להכניס את זה – הוא לא הכניס את זה; אני חושב שזה לא בסדר – אבל אם הוא היה מכניס את זה, אף אחד לא היה פותח את הפה. רק 15 שנה אחר כך, כשסוף-סוף מגיע בן-אדם שרוצה להכניס את זה – אגב, סקרי דעת הקהל שאנחנו שומעים מאנשים, אני לא רוצה להגיד באחוזים, אבל כמעט כולם בעד, כי פעם אחת צריך לשבור את זה. דבר שני, כל הדברים האלה של לא מצילות חיים, כן מצילות חיים – בלי להיכנס לעצם הדבר – כל פעם ימצאו תרופות שצריך להכניס, אין לזה סוף.",8
1167257,2010-01-06,שאילתות דחופות,"לא. גם בשנה הראשונה של תפקידי זה יהיה. אני לא בטוח שאני אתמוך, אבל אני מניח שהכנסת תעביר את החוק. תהיה רגוע. מה שהבטחתי אני אקיים. גם השבוע היו דיונים אינטנסיביים על החוק הזה, גם עם רבנים. היועצת המשפטית של המשרד, שהיא האמא של החוק הזה, עובדת קשה על זה, ומנסים להגיע לכל מיני הסכמות. אני בטוח שנעבור את זה. תודה.",6
1270888,2011-11-23,"הצעת חוק פיקוח על בתי-ספר (תיקון – הרחבת תחולה), התשע""א–2011","כן, אבל לא הסכמת שיהיה חוק?",6
1389781,2014-07-16,הצעות לסדר-היום: מצב הקהילות היהודיות בעקבות גל האנטישמיות בעולם,"אני אמרתי. בסדר גמור. אגב, אני לא בטוח איפה היה יותר טוב, בחוץ או בפנים, אבל זה דיון נוסף. אדוני השר, מצבן של הקהילות היהודיות בעולם הוא מצב לא טוב, כל השנים, לא שייך אם המצב הוא מצב של מלחמה, לא מלחמה, המצב לא טוב. יהודים רדופים, בכל העולם לא אוהבים את היהודים, קל וחומר במצב מלחמה, כשמראים כל מיני תמונות. הדבר הנורמלי היה צריך להיות – שהקהילות היהודיות היו צריכות לעלות לארץ. אבל מה לעשות, אדוני היושב-ראש, שהם שומעים בכלי התקשורת על הרדיפה אחרי יהודים חרדים בארץ; הם שומעים על כל הגזירות הקשות שאנחנו עברנו בשנה האחרונה, שנה וחצי; הם שומעים על תקציב הישיבות, שומעים על הת""תים, שומעים על הסמינרים, שומעים על קצבאות הילדים, שומעים על קייטנות, שחרדים לא זוכים, שומעים על המע""מ שהחרדים לא יקבלו שווה בשווה, שומעים על הגזירות בנושא גיור, שומעים בנושא הנישואים, שומעים על נושא ההכשרים, שומעים את הבעיות של שבת. איך הם מסתכלים עלינו? ואנחנו עוד רוצים לעודד אותם לבוא לארץ? הרי בן-אדם צריך להיות מטורף לבוא לארץ אחרי כל הגזירות האלו. מה עוד, אדוני? הדבר הראשון שהייתי מצפה, שהמדינה לפחות תעשה הסברה בשביל להוריד את השנאה. אבל מה? השרים רבים ביניהם, זה בתוך הקבינט, זה מחוץ לקבינט; פעם אחת מפטרים סגן שר. ופתאום היום חברי כנסת של הליכוד מפחדים להביע ביקורת, שאולי חס וחלילה ירגיזו את הפטרון, את ראש הממשלה; אפשר לחשוב. ולכן, כל הדברים האלו, זה המצב האבסורדי. אם אין הסברה אז בטח שחלילה וחס תהיה שנאה בעולם. מה הם אומרים שם? שגם המדינה כבר מתנהגת לחרדים אותו הדבר. ולכן, אני חושב שנכון שהנושא הזה צריך להיות על סדר-היום, אבל לא רק בקופסה הקטנה של הנושא הזה, מה שעושים בעולם, צריך להיערך לבדק-בית פנימי. תודה רבה.",5
1470436,2016-03-21,"הצעות סיעות המחנה הציוני, הרשימה המשותפת ויש עתיד להביע אי-אמון בממשלה בשל:: 1. ממשלת ישראל מתנכלת לחקלאים, מחסלת את החקלאות ומייבשת את הנגב והגליל;: 2. שנת הכישלון של נתניהו; שנה עברה ושום דבר לא קרה;: 3. הפגיעה המתמשכת בחקלאות על-ידי ממשלת ישראל והפקרת הפריפריה","עובדה שבחתונה של קלינטון החתן היה יהודי. בא הבן-אדם עם רפורם-רביי, עם כומר עם צלב. זה מה שאת רוצה שיהיה כאן בארץ? זה מה שאת רוצה שיהיה?",1
