Id,Date,Topic,Text,Rank
1359251,2013-12-17,נאומים בני דקה,"חוק ברית הזוגיות לבני ובנות אותו מין שהעליתי לפני יותר מחצי שנה ביחד עם כל הסיעה שלי נדחה בוועדת שרים לחקיקה. הצעת החוק החדשה של יש עתיד באותו נושא נעלמה מאז מסיבת העיתונאים האחרונה. וגם איסור הפליה מטעמי מגדר בקבלה למקום עבודה וחוק להשוואת תנאים במשכנתאות לזוגות חד-מיניים – כולם נדחו. והחוק להשוואת הטבות המס להורים חד-מיניים הופל כאן על-ידי הקואליציה לפני הצבעה. זה ברור, הממשלה הזו לא תומכת בקהילה הגאה. בזמן ש-70% מהציבור נמצא ב-2013, ממשלת ישראל משתרכת איפשהו במאה ה-19. הספין החדש של יש עתיד הוא להאשים בכישלון המוחץ שלהם את הבית היהודי. זה שכיח בין אחים שהם מתאמים ביניהם תחבולות, אבל חברי יש עתיד יקרים וגם שרי הליכוד שהביעו תמיכה בקהילה ושרי התנועה, יש דרך אחרת. השבוע שלחנו לכם, אני וכל סיעת העבודה, מכתב מפורט שכולל את כל השינויים שאתם יכולים להעביר כבר היום ללא צורך בחקיקה ואשר יקדמו שוויון זכויות לקהילה הלהט""בית. הרבה מאי-השוויון לקהילה הגאה מרוכז בתקנות ונהלים עתיקים, שנמצאים תחת אחריותכם הישירה – שרת הבריאות, שר הרווחה, שרת המשפטים, שר הפנים. אתם לא צריכים את הבית היהודי כדי לקדם שוויון. אתם יכולים פשוט לקום ולעשות את זה. כך נמצאת תחת אחריותכם היכולת לבטל את נוהל האימוץ שקובע כי זוגות מאותו מין יוצגו כמועמדים חד-הוריים – –",8
1383910,2014-06-11,"הצעת חוק ברית הזוגיות לבני ובנות אותו מין, התשע""ג–2013","במפגש עם התא הגאה בליכוד, שהתקיים בפברואר השנה, אמר שר הביטחון משה יעלון: תראו אותי כמי שמגויס למען הקהילה ההומו-לסבית בכל מה שקשור לזכויות, בכל מה שקשור למניעת אפליה, בכל מה שקשור ללחימה בהומופוביה. אני מגויס, ולא מגמגם בזה, לא מהסס בזה ולא מתלבט בזה. יש לי קו ברור, מצפון ברור. בריאיון לאתר ""מאקו"", בינואר 2013, לפני הבחירות, אמרה שרת התרבות לימור לבנת: אנו מאוד רוצים שלא נהיה תלויים בש""ס כדי לקדם את זכויות הלהט""ב ונושאים נוספים שחשוב לקדם, שראש הממשלה לא יהיה תקוע ולא יהיה תלוי בש""ס, במפלגות שלא מכניסות נשים לרשימה כהגדרה, ובוודאי ברשימות שקהילת הלהט""ב היא בעיניהם דבר פסול מכול וכול. השרה לבנת מצאה לנכון גם להדגיש: בליכוד מרגישים מחויבים לשוויון לקהילת הלהט""ב. נפעל יחד עם כוחות אחרים בממשלה רחבה, ונוכל לבצע את זה. אם נהיה בקואליציה רק עם גורמים כמו ש""ס, שיפריעו, לא נוכל לבצע זאת. באירוע שהתקיים באותו חודש אמרה לבנת באופן חד-משמעי: אני אישית מתכוונת לתמוך בנישואים חד-מיניים. שר אחר ממפלגתה, גדעון סער, אמר ביולי 2010: החברה הישראלית חותרת לשוויון זכויות לכל בניה ובנותיה. עלינו לחסום את הדה-לגיטימציה של הקהילה הגאה, את הלגיטימציה של ההומופוביה, מאבק קשה וארוך שכרוך בזכויות. השר לעניינים אסטרטגיים יובל שטייניץ אמר בפגישה עם התא הגאה של הליכוד: אסור להתעלם מכל כך הרבה אזרחי מדינת ישראל. לפני 15 שנים חשבתי שלא נכון לאפשר נישואים גאים, היום אני מבין את הנקודה הזאת הרבה יותר מאשר בעבר.",8
1383913,2014-06-11,"הצעת חוק ברית הזוגיות לבני ובנות אותו מין, התשע""ג–2013","חבר הכנסת בועז טופורובסקי כתב בחשבון הפייסבוק שלו ב-10 באוקטובר, לצד תמונה מהחתונה של אחותו, שהתחתנה עם אישה: שלי ולירון, אני מבטיח לכן שלא אנוח עד שהמדינה תכיר בנישואים שלכן כמו שמכירים בשלי.",10
1383920,2014-06-11,"הצעת חוק ברית הזוגיות לבני ובנות אותו מין, התשע""ג–2013",– – – כי יפיל הצעת חוק לנישואים אזרחיים שלא תכלול הומואים ולסביות – –,8
1383922,2014-06-11,"הצעת חוק ברית הזוגיות לבני ובנות אותו מין, התשע""ג–2013","– – – כל חוק נישואים אזרחיים מוכרח לכלול את הזכויות של הקהילה הלהט""בית, כמו שכל חוק פונדקאות מוכרח גם כן לכלול את הקהילה. במצעד הגאווה, חברים – בדיוק עוד יומיים חל מצעד הגאווה שוב – במצעד הגאווה בדיוק לפני שנה אמר שר האוצר: אני רוצה לדבר על הזכויות של זוגות בקהילה הלהט""בית להינשא האחד לשני. לכל זוג מותר להתחתן ולהיות מקודשים זה לזה וזו לזו. לפיד הוסיף ואמר: אני רוצה לדבר על הרצון שלי למשוך את מדינת ישראל, את כנסת ישראל ואת ממשלת ישראל לעגן את הנישואים החד-מיניים בחוק הישראלי. בנאום אחר, עוד לפני הבחירות, לפיד הבטיח לאנשי הקהילה הגאה שהוא תומך בימים אלה בכל דבר: הוא ילך להפגנות, הוא יקים תא להט""בי, תומך בכנסת בכל הצעה שתקדם את הקהילה הגאה. אז רגע, אני לפני שנה הגשתי יחד עם חברי מפלגתי, כל סיעת העבודה, ויחד עם חברת הכנסת מירי רגב וחבר הכנסת דוד צור מהליכוד ומהתנועה, הצעת חוק שתאפשר להומואים ולסביות להינשא באמצעות מוסד ברית הזוגיות, מחוץ למוסד הרבנות – לא פוגעים במוסד הזה, רק מאפשרים להם לזכות באותן זכויות שזוגות סטרייטים יכולים לקבל, זה הכול.",10
1383925,2014-06-11,"הצעת חוק ברית הזוגיות לבני ובנות אותו מין, התשע""ג–2013","– – – עם כל הרומנטיקה שיש פה בחדר, זכויות שכרוכות בנישואים כוללות זכויות כלכליות וחברתיות רבות: הטבות במשכנתה, בבנק, בזכויות עירוניות, בזכויות חברתיות, בהורות, בביטוח לאומי, זכויות בירושה, הכרה על-ידי מדינות אחרות לצורכי ויזה לצורכי לימודים בחו""ל. כל הזכויות האלה נשללות היום מהקהילה הלהט""בית, כי אין להם דרך להינשא בישראל. עשרות מדינות ברחבי העולם כבר התקדמו בשנה או בשנתיים האחרונות לעבר נישואים להומואים ולסביות. כמעט כולן. אנחנו נמצאים הרחק הרחק, לצד מדינות כמו איראן. אלה המדינות שאנחנו מעמידים את עצמנו בשורה אחת אתן, במקום להצטרף למערב. ולמה? בעוד כמה דקות תעלה פה הצעת חוק שיכולה לאפשר כבר ממחר להומואים ולסביות להינשא. זה לא יפריע למוסד הרבנות, זה לא קשור להפרדת דת ומדינה, זה יאפשר להם פשוט לזכות באותן זכויות שאנחנו היום יכולים לקבל בנישואים, זה הכול; יאפשר למדינת ישראל להצטרף למדינות המערב, להצטרף למאה ה-21, לא להיות תקועים במאה ה-19, זה הכול. זה החוק הזה. איך יכול להיות שהחוק הזה לא יעבור כאן? איך יכול להיות שהקואליציה הולכת להתנגד להצעת החוק הזאת? איך? הרי בדיוק חברי הקואליציה, שאני מסתכלת עליכם, אני יודעת מי אתם: אתם תומכים בזכויות הקהילה, אתם תומכים בלהט""בים – חלק מהעוזרים הפרלמנטריים שלכם הם הומואים ולסביות, אני יודעת כמה אתם מחוברים לקהילה – איך תוכלו להצביע נגד ההצעה הזאת? איך? ההצעה הזאת מייצרת מצב שכבר ממחר – – –",10
1383938,2014-06-11,"הצעת חוק ברית הזוגיות לבני ובנות אותו מין, התשע""ג–2013","אני מסכימה לחלוטין, ולכן פניתי אליכם לפני שנה בבקשה לעשות את התיקון הקטן הזה, תיקון מזערי בדרך, אני מקווה, לנישואים אזרחיים לכולם. בינתיים – תיקון קטן שיכול להביא לשינוי מדהים כבר היום, בדרך לשינוי הגדול. אני ממש מבקשת מכם: אחרי שנה שהמתנתי להתקדמות בנושא הזה, וחיכיתי ולא הבאתי את ההצעה הזאת למליאה, אני מבקשת שהיום תפעלו לפי המצפון, לא לפי קואליציה–אופוזיציה, אלא לפי האינטרס המשותף של כולנו. רגע לפני מצעד הגאווה, בואו נביא בשורה אדירה לקהילה הגאה בישראל. תודה.",10
1383949,2014-06-11,"הצעת חוק ברית הזוגיות לבני ובנות אותו מין, התשע""ג–2013","תודה רבה, כבוד היושב-ראש. השרה לבנת והשרה גרמן, יש לי הרבה מאוד הערכה כלפי פועלכן ומסירותכן לקהילה, ומתוך ההערכה הזו אני פונה אליכן היום. את הטיעון על כך שאתם מתנגדים להצעה הזו מכיוון שהיא לא חלק מהצעה כוללת לנישואים אזרחיים או ברית הזוגיות, שזה דבר שתלוי בעיני המתבונן – גם יש שיגידו פה, חלק מחברי, שברית הזוגיות זה לא מספיק ושצריך נישואים אזרחיים. את הטיעון הזה שמעתי לפני שנה, הקשבתי לו, ולכן גם לא הבאתי אותה להצבעה עד כה. לכן חיכיתי. אמרתי: גם אני תומכת בנישואים אזרחיים לכול, אני רוצה לראות את זה קורה. העניין הוא שלא ראיתי את זה קורה, ואני גם לא מאמינה ואני לא יודעת אם בקואליציה הזו תצליחו להעביר את ההצעה הזאת.",8
1383951,2014-06-11,"הצעת חוק ברית הזוגיות לבני ובנות אותו מין, התשע""ג–2013","ועדיין, הדבר הזה נמצא בבישול בתנור כבר שנה. ואני אומר לך משהו אחר. תחשבו אחרת: אפשר היום לקדם את התיקון הזה, שהוא תיקון קטן. תיקון קטן, שלחלק מאזרחי ישראל הוא לא יהיה משמעותי, אבל הוא יהיה משמעותי ליותר מ-10% מהקהילה הישראלית, שנקראת הקהילה הגאה. יותר מ-10% מהציבור הישראלי יזכו לזכויות שוות בכל הנושאים החברתיים והכלכליים שתיארתי עכשיו, זה הכול. אחרי התיקון הזה הדרך אל ברית הזוגיות לכולם תהיה הרבה יותר קלה, כי אז יבואו יתר אזרחי ישראל – הסטרייטים, ההטרוסקסואלים – ויגידו: אנחנו מופלים לרעה, כי אנחנו לא יכולים להינשא דרך ברית הזוגיות. הדרך תהפוך להיות הרבה יותר פשוטה בשביל כולנו, אם נרצה, אם יהיה האומץ הפוליטי. אבל עד אז, מה המניעה לאשר חלק קטן בחוק הגדול של כולכם? למה להתנגד לו?",8
1383952,2014-06-11,"הצעת חוק ברית הזוגיות לבני ובנות אותו מין, התשע""ג–2013","למה שתצביעו עכשיו נגד? החוק הזה נוסח על-ידי החוג הגאה של מפלגת העבודה, החוק שפועל רבות לטובת הקהילה הגאה, שבראשו עומדים גם יו""ר וגם יו""רית. אנחנו הולכים להמשיך ולהיאבק על הדבר הזה, כמו שניאבק בעתיד למען החוק שלכם ולמען החקיקה שמקדמות שלי יחימוביץ ומרב מיכאלי ממפלגתי לברית הזוגיות ונישואים אזרחיים, למען החקיקה שיקדמו סיעת מרצ, למען כל חוק שיקדם את כולנו. אנחנו נבוא ונצביע בעד. אנחנו לא נצביע נגד משהו שאנחנו מאמינים בו. כמו שאנחנו מצביעים בעד חקיקה שלכם מהקואליציה, בלי קשר להיותנו אופוזיציה – –",10
