Id,Date,Topic,Text,Rank
1620515,2020-01-28,הצעת הוועדה המסדרת בדבר הקמת ועדת הכנסת,"אדוני סגן היושב-ראש, כנסת חצי נכבדה, למרבה הצער, תוכנית טראמפ נחשפה בעיתוי בעייתי, מוזר, אפילו הייתי אומר חשוד, ועם זאת, יש בה בשורה חשובה שצריכה לגרום קורת רוח רגעית, לפחות רגעית בעיניי, לכל מחנה השלום – התוכנית שאולי, רק אולי, תהווה בסיס למשא ומתן, חוזרת ומאששת שלושה עקרונות חשובים, וחבל שאנשי הימין דווקא לא נמצאים פה. העיקרון הראשון הוא מניעת שליטה ישראלית על מיליוני פלסטינים. זה עיקרון חשוב, מהותי. העיקרון השני הוא שהדרך למניעת השליטה עוברת בחלוקת הארץ. זה עיקרון מהותי וחשוב. העיקרון השלישי הוא חזרת ארצות הברית לעשייה מדינית ומעורבות של אמת באזור. שלושת העקרונות האלה הם עקרונות חשובים ביותר לכל מי ששוחר שלום כאן במדינת ישראל. אני מקווה כי השילוב המוצלח של העקרונות האלה ועם עשייה מאחוריהם יביא בסופו של דבר למשא ומתן ישיר עם הפלסטינים ומשא ומתן אזורי עם עמי האזור, ואם יש צורך גם בצעדים חד-צדדיים מצידה של ישראל – כל אלה למען תכלית אחת: ביסוסה של מדינת ישראל כמדינה דמוקרטית עם רוב יהודי מוצק, שבה כל אזרחיה חיים חיי חירות וביטחון ללא הבדלי דת, מגדר, מעמד, מוצא או מקום מגורים, ובא לציון גואל.",2
1627600,2020-06-01,"הצעות סיעות יש עתיד-תל""ם, הרשימה המשותפת, ישראל ביתנו ומרצ להביע אי-אמון בממשלה בשל:: 1. המספר המוגזם של השרים וסגני השרים בממשלה בתקופה שבה המשק נמצא במשבר כלכלי;: 2. ממשלת סיפוח ואבטלה אינה ראויה לאמון הציבור;;: 3. מדיניות הביטחון של הממשלה החדשה והיעדר תוכנית רב-שנתית לצה""ל;: 4. ממשלה מושחתת, מנופחת ומספחת","גברתי היושבת-ראש, כנסת נכבדה, לפני שאשא את עיקר דבריי, שמענו פה במשך דקות ארוכות דברים קשים, באמת קשים לאוזן, מפיו של השר המקשר בין הכנסת לממשלה, השר דודי אמסלם. לפני הרבה שנים היה לי מפקד בצבא אלי אמסלם, איני יודע אם יש קרבת משפחה – דוגמה ומופת לאיש אוהב אדם. לא משנה איזה אדם – אשכנזי, מזרחי, יהודי, ערבי, גדול, קטן – לא משנה, אוהב אדם. ואני שואל אותך, השר דודי אמסלם: מאיפה השנאה? מאיפה השנאה המעוורת הזאת, שגורמת לך מעל הפודיום המכובד הזה לשאת דברי בלע ושקר כנגד אנשים שהקדישו את חייהם לטובתה, לחוסנה ולביטחונה של מדינת ישראל? אני רוצה לומר לכם: ביום הזה שבו אנחנו נדרשים לאשר חוקים איומים ונוראים פעם אחר פעם, שוב ושוב, בימים האלה שאנחנו מקיימים ממשלה מנופחת, בזבזנית, בלתי יעילה בעליל, בימים האלה אנחנו גם מתעסקים בסיפוח – הסכנה הגדולה ביותר לביטחונה של ישראל ולגורלה בכל מובן. סיפוח מלא של יהודה, שומרון ורצועת עזה, שכולם, לו היו ריקים מערבים, הייתי בעד – חבלי מולדת. אבל מה אפשר לעשות? חי שם ציבור אחר. ציבור עוין. מה ההיגיון לספח אותו לתוכנו? באיזה מובן זה בונה טוב יותר את מדינת ישראל? איך זה מחזק את חוסנה? יש לנו אתגר ענק. יש במדינת ישראל היום 20% ערבים, 80% יהודים, עם היסטוריה קשה של עוינות. יש פה מבחן עליון: לגשר על הפערים האלה, ליצור שיתוף פעולה, ליצור אחדות. אתגר עליון. האם בזה שנספח לתוכנו עוד 2.5, אולי 4.5 מיליון פלסטינים, נשפר את הסיכויים שלנו להקים פה חברה מתוקנת? אין סיכוי שזה יקרה. מה לא ברור? מה פשר העיוורון הזה? האם למישהו מחברי הבית המכובד הזה לא ברור שתפקידנו להסתכל הרחק לתוך העתיד?",2
1629078,2020-06-03,"המלצת הוועדה המשותפת של ועדת החוץ והביטחון וועדת החוקה, חוק ומשפט בעניין הכרזה על מצב חירום","כנסת נכבדה, מדינת ישראל אכן נמצאת במצב חירום – היא נמצאת במצב חירום בריאותי שעוד נדע בו עליות ומורדות, ככל הנראה. הלוואי שהאינטרוולים האלה יהיו קצרים ויסתיימו במהרה. מדינת ישראל נמצאת במצב חירום כלכלי, שלהבנתי הצנועה, עיקר האתגרים עדיין לפנינו והאתגר הזה ילווה אותנו עוד כנראה חודשים, אם לא שנים ארוכות קדימה. אבל מדינת ישראל לא נמצאת במצב חירום ביטחוני, והכנסת העשרים – הכנסת הארוכה האחרונה – הכירה בכך ופעלה בצורה ראויה ומרשימה לביטול מרבית החוקים והתקנות שנובעות מתוך הגדרת מצב החירום. פעילות זו צריכה להימשך בכנסת העשרים-ושלוש, ואני מקווה שהיא תתקיים בהצלחה מלאה. כחבר בוועדת החוקה, חוק ומשפט אני מקווה שנצליח לקדם את העניין הזה. אבל מדינת ישראל בכוונת מכוון הולכת לקלוע את עצמה לתוך מצב חירום ביטחוני בגלל חלומות הזויים על סיפוח. אנחנו הולכים להדליק את השטחים; אנחנו הולכים להדליק את הזירה הבין-לאומית; אנחנו הולכים להפיל על ראשנו תבערה. ונניח שאני טועה – שווה לקחת את הסיכון? בשביל מה, בשביל הגדרה ריקה מתוכן, שאין לה שום משמעות, שלא תשפר את מצבו של שום אזרח במדינת ישראל נוכח המשבר הבריאותי, נוכח המשבר הכלכלי? איזה טוב יכול לצאת לאזרחי ישראל מתוך הגדרת הסיפוח? האם אנחנו רוצים להסתכן בחזרה לערים הפלסטיניות? האם אנחנו רוצים להסתכן בהחרבת היחסים שלנו עם ירדן או מצרים? האם אנחנו רוצים להסתכן ביצירת מתיחות וחרמות עם אירופה, עם ארצות הברית, עם מדינות אחרות? בשביל מה זה טוב? התפקיד של המשכן המכובד הזה הוא לדאוג לטובתם של אזרחי מדינת ישראל. אנחנו נמשיך בתהליך הקשה, המקצועי והמסודר של ביטול מצב החירום, ביטול החוקים הנובעים ממנו, ובמקביל נמשיך ונילחם בסיפוח, שהוא מיותר לחלוטין.",1
1633488,2020-06-29,"הצעות סיעות יש עתיד-תל""ם, הרשימה המשותפת, ימינה, ישראל ביתנו ומרצ להביע אי-אמון בממשלה בשל:: 1. כישלון הממשלה בהשוואת תנאי הקהילה הגאה;: 2. ההסתה והאפליה נגד החברה הערבית;: 3. מחדל הממשלה בטיפול בקורונה;: ",מי גונב דעת? אני הצעתי פעם לפנות את מעלה אדומים? אני הצעתי פעם לפנות את אריאל? על מה אתה מדבר?,8
1633493,2020-06-29,"הצעות סיעות יש עתיד-תל""ם, הרשימה המשותפת, ימינה, ישראל ביתנו ומרצ להביע אי-אמון בממשלה בשל:: 1. כישלון הממשלה בהשוואת תנאי הקהילה הגאה;: 2. ההסתה והאפליה נגד החברה הערבית;: 3. מחדל הממשלה בטיפול בקורונה;: ",אין תוכנית ואין כלום; סיפוח כלאחר יד – מה המדיניות של ממשלת ישראל? מישהו ראה מפת סיפוח? אף אחד לא ראה מפת סיפוח.,2
1640288,2020-07-28,הצעות לסדר-היום: ציון 15 שנים לעקירה מגוש קטיף וצפון השומרון,"אדוני היושב-ראש, כנסת נכבדה, אני חש צער עמוק על ההתנתקות, על הרס הבתים, הרס היישובים, הסבל האנושי, התנפצות החלומות, תחושת השבר הקשה. כמו אזרחינו היקרים שפונו מבתיהם, תושבי רצועת עזה וצפון השומרון, גם אני חש קשר רגשי עמוק לכל רגב ולכל שעל מאדמת ארץ ישראל. כבשתי את שבילי הארץ ברגליי, טיילתי בה עם ילדיי, הגנתי עליה במשך 38 שנים, ועם זאת, ההתנתקות בישרה את מה שרובנו מבינים, ומי שלא הבין, יבין בעתיד: מהפלסטינים צריך להיפרד – מהפלסטינים חובה להיפרד. לא בשבילם – בשבילנו. הוויכוח הפנימי בינינו הוא לא על מידת האהבה לארץ. הוויכוח בינינו הוא על עניין אחד – מהי ציונות. בעניין הזה, אתם – בנט, סמוטריץ', הרב פרץ ואחרים – אתם, במידה מסוימת, לא ציונים. במידה מסוימת, אתם האיום הפנימי המסוכן ביותר שקם לתנועה הציונית, ואני אומר זאת ללא שמץ של טינה אישית. בבחירה שבין שמירה על רוב יהודי לבין עוד שטח הציונות תמיד בחרה ברוב יהודי. זו לא בחירתכם. את ההכרעה הזו קיבלה הנהגת היישוב ב-1947 בהסכמה על תוכנית החלוקה; את ההכרעה הזו קיבל דוד בן-גוריון כשנמנע מכיבוש יהודה ושומרון בשלהי מלחמת העצמאות; את ההכרעה הברורה הזו קיבל יצחק רבין כשהחליט להוציא את צה""ל ממרכזי הערים הפלסטיניות ולהפריד את מרקם החיים הפלסטיני מזה הישראלי; את ההכרעה הזו קיבל אבי ההתיישבות ביהודה ושומרון, ראש הממשלה המנוח אריאל שרון, כשהוציא אל הפועל את תוכנית ההתנתקות – תוכנית שרק חלקה מומש, והייתה צריכה להסתיים בגבולות פיזיים שחוצצים בין הפלסטינים של יהודה, שומרון ורצועת עזה לבין מדינת ישראל. בן-גוריון, רבין, שרון, גם בגין – כולם מנהיגים ציונים ופטריוטים ישראלים – ויתרו על חלקים מארץ ישראל התנ""כית כדי לשמור על מדינת ישראל. הם היו מנהיגים שאמרו לציבור הישראלי את האמת: צריך לבחור. הם היו מנהיגים אמיצים, שהיו מוכנים לקבל הכרעות קשות – זה מה שמצופה ממנהיגים. אין היום בישראל מנהיגים כאלה. בימין הישראלי יש משיחיים שמתכחשים למציאות, לדמוגרפיה, להשלכות הביטחוניות, הכלכליות, החברתיות והבין-לאומיות של סיפוח, שמוכנים להפקיר את מדינת ישראל היהודית והדמוקרטית כדי להקים פה מדינת הלכה. וכן, יש את הליכוד החלש והמסואב, שהאידיאולוגיה היחידה שלו היא נתניהו, אותו נתניהו שנגרר אחרי הטעות הזו מסיבותיו האישיות בעיקר. המציאות איננה מאפשרת לנו גם וגם: גם מדינה דמוקרטית עם רוב יהודי וגם סיפוח של מיליוני פלסטינים. צריך לבחור. בבחירה הזו אני בוחר בישראל יהודית ודמוקרטית, ואתם בוחרים בישראל יהודית ומשיחית. זה סלע המחלוקת.",2
1640304,2020-07-28,הצעות לסדר-היום: ציון 15 שנים לעקירה מגוש קטיף וצפון השומרון,"תודה, אדוני היושב-ראש. אנחנו נמצאים בעיצומו של מאבק על דמותה וזהותה של ישראל. האם יהיו לנו, אחרי למעלה מ-70 שנה, גבולות ברורים ובטוחים? האם נמשיך להשקיע מיליארדים במפעל ההתנחלויות במקום בכלכלה הישראלית המקרטעת?",2
1640305,2020-07-28,הצעות לסדר-היום: ציון 15 שנים לעקירה מגוש קטיף וצפון השומרון,"האם נמשיך לבנות בתים ויישובים בשטחים, כשזוגות צעירים בישראל לא מצליחים לרכוש דירה?",2
1645781,2020-08-24,"הצעות סיעות יש עתיד-תל""ם, הרשימה המשותפת, ימינה, ישראל ביתנו ומרצ להביע אי-אמון בממשלה בשל:: 1. כישלון הממשלה המנותקת בהעברת תקציב מדינה, ובזבוז 100 הימים הקבועים בחוק להגשתו על התעסקות אך ורק בעצמם;: 2. כישלון הממשלה באישור תקציב למדינה בצל משבר הקורונה מהווה פגיעה במשק ובאזרחים;: 3. מחדל הממשלה במערכה מול נגיף הקורונה;: 4. כישלונה של הממשלה בתחום הכלכלי, החברתי, האזרחי והמדיני","גברתי היושבת-ראש, כנסת נכבדה, ברשותכם, ארחיב את מסגרת הדיון. הכנתי לכם הפתעה מיוחדת להצעת האי-אמון הזאת. נתניהו הוא לא הבעיה, נתניהו הוא רק חלק מהבעיה. במשך שנים אנחנו מייחסים את כל תחלואי המדינה לאדם אחד – משפיע, קובע, לא אמין ומניפולטור חסר עכבות – אבל בסך הכול בן אדם אחד. הבעיה היא לא רק נתניהו, הבעיה היא הליכוד כולו. אחרי עשרות שנים בשלטון הליכוד הפך מושחת ומשחית. אחרי עשרות שנים בשלטון הליכוד הסתאב והידרדר. אחרי עשרות שנים בשלטון הליכוד הפך עיר מקלט לאומרי הן וכר פעולה פורה לאישים שאיבדו את עמוד השדרה המוסרי שלהם. אני שואל אתכם, חבריי מהליכוד: עיניכם טחו מראות? אוזניכם נאטמו משמוע? אפיכם חדלו מהריח? הרי את השילוב של מגלומניה, השחתת מידות, חתרנות, הסתה, שיסוי וביזוי ניתן למשש. מה לכם כי תסכימו עם ערכים קלוקלים שכאלה? הרי אין אדם בר-דעת שלא רואה את ההשחתה. איך אתם שותקים לנוכח המעשים הנוראיים של העומד בראשותכם? אתם לא מבינים ששיתוף פעולה עם נאשם בפלילים משמעו שותפות לפשע? איך אתם לא מתביישים לראות בכלי התקשורת את תמונותיכם עטויי מסכות סביב נתניהו המחרף ומגדף את מערכת אכיפת החוק? איך אתם לא מתביישים לומר שהטיפול במשבר בראש מעייניכם כאשר בולט לעין שעניינכם היחיד הוא המשך שלטונכם, תוך הרס הממלכתיות הישראלית, הרס את התקווה הישראלית? ועכשיו לאחיי ואחיותיי מהציונות הדתית – לא כולכם, אך בהחלט חלק ניכר מכם. איך הידרדרתם? אתם, אנשי הציונות הדתית, מתוך יוהרה ושילוב של חרדה עמוקה ופסימיות עמוקה ואמונה יוקדת בדבר אחד בלבד, ארץ ישראל השלמה, אתם מכפיפים את הערכים שלכם, את החינוך שלכם, את העתיד שלכם, את העתיד שלכם ושלנו, לשחיתות ולריקבון המוסרי של אדם אחד. אתם עושים זאת פעם אחר פעם במין נאיביות מכמירת לב – נכנסים לממשלה, יוצאים מהממשלה, תומכים בממשלה, מתנגדים לממשלה; צמאים לקצת תשומת לב, למילה טובה, לעוד קצת שררה, לעוד קצת תקציב, להשתלטות על עוד מוקד כוח. האח הידד לכוח ההתמדה. בושה וכלימה לזהות הערכית שלכם. מה אתם קוראים בדיוק בספר הספרים? אילו פרקים ואילו פסוקים? איפה אתם ואיפה מוסר הנביאים? איפה אתם ואיפה ערכי התורה? היום יותר מתמיד אתם תורמים תרומה עצומה למימוש התוכחה של משה רבנו: ""דור עִקֵש ופתלתֹל – – – עם נבל ולא חכם – – – כי דור תהפֻּכֹת המה, בנים לא אמֻן בם – – – כי גוי אֹבַד עצות המה, ואין בהם תבונה. לו חכמו ישכילו זאת יבינו לאחריתם"". אתם, בציונות הדתית, הכפפתם הכול לתכלית אחת – ארץ ישראל השלמה, ארץ שכבר חולקה דה פקטו. אתם מנהלים קרב מאסף מיותר, בזבזני ואלים על שלמות ארץ מדומיינת, קרב שימיט עלינו אסון. אין עתיד לישראל עם סיפוח. אין עתיד לישראל ללא גבולות ברורים – אין עתיד לעם ישראל ואין עתיד למדינת ישראל. אם אתם במלוא איוולתכם תביאו עלינו מדינה דו-לאומית, העומדת בסתירה לחזון הציוני ומממשת באופן מוזר ובלתי מוסבר בדיוק את מה שעוכרי ישראל הגרועים ביותר מייחלים לו – מאבק פנימי מתמיד שיפורר את מדינת ישראל מבפנים. דוד בן-גוריון קבע פעמים רבות, ובצדק, כי קיומה של מדינת ישראל תלוי בשימור העליונות המוסרית והעליונות האינטלקטואלית, עליונות הרוח ועליונות השכל. אתם באמת חושבים שאזרחי ישראל הצעירים והמוכשרים ימשיכו להתייצב חדורי שנאה ונבערים מדעת למשימות ביטחון ושיטור ביהודה ושומרון ללא שום סיכוי לפיוס, ללא שום שאיפה לשלום ורק עם שנאה יוקדת, עיוורת וחשוכת מרפא לדורות? אתם באמת מאמינים בזה? אין בכם מידת ההבנה הבסיסית שללא שימור צדקת הדרך, ללא שום סיכוי לתקווה, הנערות והנערים המוכשרים הגדלים פה יבחרו להם מולדת אחרת. הרי מחר או מוחרתיים כבר לא תהיה קורונה, השמיים ייפתחו וכל מי שחש מוכשר מספיק ולא צודק די צורכו, פשוט יארוז חפציו ויעבור למקום אחר. מה תגידו אז? אני פונה גם לאחיי מהמפלגות החרדיות. די, אינכם יכולים לומר יותר: ניקח חלקנו ממשאבי המדינה, אבל אין לנו כל עניין או חלק בעיצוב עתידה. אני רוצה לומר לכם משהו: העושר של כל אזרחי ישראל הוא עניין שלכם. הביטחון של כלל אזרחי ישראל הוא עניין שלכם. הרווחה של כלל אזרחי ישראל היא עניין שלכם. החינוך של כל ילדי ישראל הוא עניין שלכם. הבריאות של כל אזרחי ישראל היא עניין שלכם. הכול הוא עניינכם. אז קחו אחריות, גבשו חזון והשמיעו אותו. הראו את הדרך שלכם למדינה משגשגת, שיש בה רשת ביטחון כלכלית לכל אזרח. הורו אתם את הדרך שלכם למדינה בטוחה החותרת לשלום עם סביבותיה. ליטרת הבשר אינה העניין. תפסו את האחריות בקרניה, התמודדו איתה ביושר, באופן אמיתי ונוקב, והראו את דרככם שלכם לעתידה של ישראל, כי גם אתם נושאים באחריות. עד שלא תכירו בכך תהיו שותפים מדעת ושלא מדעת לממשלה הרעה ביותר, למנהיג הגרוע ביותר, לשלטון המושחת ביותר שמדינת ישראל ידעה מאז היווסדה.",1
1646897,2020-09-07,"הצעות סיעות יש עתיד-תל""ם, הרשימה המשותפת, ישראל ביתנו וימינה להביע אי-אמון בממשלה בשל:: 1. כישלון הממשלה המנותקת, הממשיכה לפעול ללא תקציב ולפגוע בעתידם של אזרחי ישראל;: 2. מאז חקיקת חוק קמיניץ – תיקון 116 לחוק התכנון והבנייה – המדינה הפכה למכונת הריסת בתים;: 3. כישלון הממשלה בניהול משבר הקורונה והרס הכלכלה הישראלית","גברתי היושבת-ראש, כנסת נכבדה, ביום שכזה אנחנו מגנים את הממשלה ואת העומד בראשה. אני רוצה לרגע לחרוג מהפרקטיקה הזאת ולרגע לחזור לשאלת דורנו. ושאלת דורנו היא אחת: סיפוח או היפרדות? בימים האלה אנחנו מציינים את יום השנה להסכם אוסלו א' ולהסכם אוסלו ב', ליציאה מעזה וליציאה מצפון השומרון. ואני רוצה לומר שנהוג במקומותינו לגנות את האירועים האלה, ואני חושב שהם הביאו לנו הרבה ברכה. האם מישהו יכול, במשכן הזה או מחוצה לו, לחשוב על מציאות שבה תנועה מנקודה א' לנקודה ב' ביהודה ושומרון עוברת דרך רמאללה, דרך שכם, דרך מ""פ דהיישה? נדמה לי שלא. זה אוסלו. האם מישהו יכול פה לחשוב על מציאות שאין בה את גדר ההפרדה? האם מישהו יכול פה לחשוב על המשך תעסוקות מבצעיות של צה""ל במחנה הפליטים ג'באליה או בחיפוש אחר גופות חברינו, שיירי גופות חברינו, על ציר פילדלפי? נדמה לי שאף אחד לא רוצה לחזור לזה. וכן, בואו גם נזכור שקסאמים התחילו ב-2001. זה לא תוצר ההתנתקות.",3
