Id,Date,Topic,Text,Rank
589211,1999-07-19,הצעה לסדר-היום: פרסום בדבר ניסיונם של מיסיונרים להטביל 400 יהודים לנצרות,"אדוני היושב-ראש, אדוני השר, אני חושבת שהגיע הזמן להפסיק את החששות שמא כמה נפשות תועות, רחמנא ליצלן, יוטבלו לנצרות. כל בני-האדם במדינת ישראל, בין שהם יהודים ובין שהם לא-יהודים, הם אנשים ריבונים, אנשים חושבים, ובדרך כלל הייתי אומרת - גם בעלי חוסן נפשי. לכן, אדוני השר, אני מציעה להשאיר בידם את ההחלטה איזו דת נראית להם. כל הסגנון של משטור החיים האישיים, אין לו מקום במדינה מתוקנת, ולכן אני מציעה להסיר את ההצעה מעל סדר-היום.",9
620925,1999-12-01,הצעות לסדר-היום: חוק השבות,יש לי ממש עוד שני משפטים. מי שמציע עכשיו למנוע עליית יהודים שנישאו בנישואי תערובת - זה כמו חוקי הרייך השלישי. עד איזה דור נלך אחורה?,1
739851,2001-05-09,סלילת כבישים נפרדים לנשים ולגברים במירון,"אדוני היושב-ראש, אני שמעתי בתשובה הרשמית שניתנה על-ידי משרד הדתות לעיתונות, שהסיבה לסלילת הכבישים הנפרדים, או המפרידים, נבעה מכך שהרב עובדיה אמר שהוא מכיר מקרה של זוג שעלה לפני שנה לקבר והתגרש כתוצאה מזה. אדוני היושב-ראש, אני שואלת, האם לא כדאי, שהשר, שבהזדמנות זו אני מברכת אותו עם כניסתו לתפקיד, האם לא כדאי שהשר שמופקד על המשרד שבראשותו, יעסוק בפתרון בעיות שנובעות כתוצאה מהחוק בענייני נישואין וגירושין? האם לא צריך לפתור את בעייתן של העגונות ושל כל אותם אנשים שלא יכולים להינשא נישואים אזרחיים או בכל דרך אחרת? האם לא זאת המטרה של משרד הדתות?",8
824809,2002-06-12,הצעות לסדר-היום רישום נישואין להומואים ולסביות בעיריית תל-אביב,"הרי לא תמגר בצורה הזאת את התופעה. יש אנשים שיש להם רגשות, שהם אוהבים, שהם חיים ביחד ורוצים לגור ביחד, אז תעניש אותם?",9
824857,2002-06-12,הצעות לסדר-היום רישום נישואין להומואים ולסביות בעיריית תל-אביב,"אדוני היושב-ראש, חברי חברי הכנסת, חברי הכנסת ביבי, הנדל, זאב, אני רוצה שתקשיבו טוב טוב למה שיש לי להגיד לכם. אני נדהמת כל פעם מחדש, אדוני היושב-ראש, איך יוזמה של חברת מועצת עיריית תל-אביב, מיכל עדן, יוזמה ברוכה, נכונה, חשובה, לקיים מרשם נישואין אלטרנטיבי לזוגות הומו-לסבים, יוזמה שהיא ראשונית, חשובה, ברוכה, נכונה, שצריכה לזכות להכרה של הממסד, שצריכה לשמש דוגמה לשאר העיריות בארץ, זוכה כאן לחרפות, לגידופים, להבעת בורות וגישה של שנות האבן. שנות האבן, רבותי, זה מה שאתם מייצגים. תגידו, חברי הכנסת, אם לא תדברו על התופעה הזאת, היא לא תהיה? היא לא קיימת? מה זו התופעה הזאת?",10
824872,2002-06-12,הצעות לסדר-היום רישום נישואין להומואים ולסביות בעיריית תל-אביב,"אדוני היושב-ראש, לא סיימתי. אדוני היושב-ראש, ההומואים והלסביות הם חלק אינטגרלי של החברה הישראלית. הם חיים כאן. הם מקיימים חיי משפחה. הם מקיימים משק-בית משותף. הם משלמים מסים. הם משרתים בצבא. הם לוקחים חלק בחובות. חבר הכנסת ביבי, הם שירתו יחד אתך, יחד עם הבנים שלך, ומגיעות להם גם זכויות. הזכות האלמנטרית היא הזכות להינשא. אבל, מה לעשות שאנחנו חיים בחברה שמתיימרת להיות חברה מתוקנת ודמוקרטית, ואנחנו עדיין נתונים למרותו של הממסד הדתי הרבני, הרבני-האורתודוקסי?",10
824879,2002-06-12,הצעות לסדר-היום רישום נישואין להומואים ולסביות בעיריית תל-אביב,"אדוני היושב-ראש, רק במדינת ישראל לאנשים אין הזכות לבחור באיזה אופן להינשא. יש מי שרוצה להשתמש בשירותיו של הממסד הדתי-הרבני - בבקשה. אני חושבת שצריך לאפשר כאן מסלולים אלטרנטיביים.",9
824883,2002-06-12,הצעות לסדר-היום רישום נישואין להומואים ולסביות בעיריית תל-אביב,"אדוני היושב-ראש, כיון שאין מסלול נישואים אלטרנטיבי, נוצרה כאן יוזמה חשובה, אני חוזרת ואומרת, של מיכל עדן. זו יוזמה שאומרת: בואו וניתן לאנשים האלה גם זכויות. בואו ונעניק להם מעמד שווה. בואו ונרשום אותם. בואו ונעשה מיפוי. רבותי, אנחנו מדברים על יותר מ=%10 מהאוכלוסייה.",8
824886,2002-06-12,הצעות לסדר-היום רישום נישואין להומואים ולסביות בעיריית תל-אביב,"חבר הכנסת הנדל, אני רוצה לספר לך, שזה שאתה טומן את הראש בחול ואומר: אין, אין, אתה לא יכול להתעלם מכך שיש אנשים שלא רוצים שיכתיבו להם איך לחיות ולא רוצים שייכנסו להם לחדר המיטות, אבל רוצים להיות מוכרים. הם ממלאים את כל החובות למדינה, והם מבקשים זכויות. הזכויות הן לא על-פי הממסד הדתי האורתודוקסי. אני רוצה להזכיר לך משהו, ואני בטוחה שתסכים אתי.",9
824889,2002-06-12,הצעות לסדר-היום רישום נישואין להומואים ולסביות בעיריית תל-אביב,"אדוני היושב-ראש, אני רוצה להגיד משהו שנאמר כאן. על-פי החוק במדינת ישראל, לידועים בציבור יש מעמד ויש זכויות. אבל, רוב ההומואים והלסביות לא נכנסים תחת המושג המשפטי הזה. זוגות הטרוסקסואליים יכולים היום, למשל, לנסוע לקפריסין ולהינשא, אבל זוגות הומואים ולסביות שנישאים בנישואים אזרחיים, שתקפים במדינות אחרות, כאשר הם באים לארץ הם חותמים הסכמים.",8
824892,2002-06-12,הצעות לסדר-היום רישום נישואין להומואים ולסביות בעיריית תל-אביב,"עוד שני משפטים. הם חותמים על הסכם לחיים במעמד עורכי-דין. הם מקימים תא משפחתי ויש להם ילדים, והם לא זוכים להכרה. תגידו: זה נורמלי?",9
824893,2002-06-12,הצעות לסדר-היום רישום נישואין להומואים ולסביות בעיריית תל-אביב,זה נורמלי שהם לא זוכים להכרה? אז על מה קמה הצעקה? שיש כאן יוזמה לרישום בעיריית תל-אביב - רישום שאין בו דרישה לתוקף משפטי ואין בו דרישה להכרה של הרבנות?,3
855095,2003-03-24,"הצעה לסדר-היום ""מינוי"" שופטים לבית-המשפט העליון בטרם נקבע הרכב הוועדה לבחירת שופטים",מה המצב התקנוני אם הצעתו של חבר הכנסת בר-און מתקבלת?,6
859352,2003-05-14,"הצעת חוק שיפוט בתי-דין רבניים (נישואין וגירושין) (תיקון - שיפוט אגב גירושין), התשס""ג-2003: [נספחות.] (הצעת חברת הכנסת זהבה גלאון)","אדוני היושב-ראש, הצעת החוק שלי באה לעשות תיקון בחוק שיפוט בתי-דין רבניים. כידוע, החוק במדינת ישראל קובע שניתן להינשא ולהתגרש רק על-פי דין תורה, על-פי מה שנקרא חוק בתי-דין רבניים. אדוני היושב-ראש, אני לא שומעת את עצמי.",5
